1|600000|100|100
1|600004|100|100
1|600006|83|83
1|600007|97|97
1|600008|92|92
1|600009|87|87
1|600010|66|66
1|600011|100|100
1|600012|100|100
1|600015|100|100
1|600016|97|97
1|600017|96|96
1|600018|95|95
1|600019|83|83
1|600020|100|100
1|600021|90|90
1|600022|71|71
1|600023|97|97
1|600025|93|93
1|600026|97|97
1|600027|98|98
1|600028|98|98
1|600029|68|68
1|600030|97|97
1|600031|95|95
1|600032|85|85
1|600033|100|100
1|600035|98|98
1|600036|97|97
1|600037|90|90
1|600038|79|79
1|600039|85|85
1|600048|72|72
1|600050|100|100
1|600051|93|93
1|600052|75|75
1|600053|13|13
1|600054|100|100
1|600055|90|90
1|600056|92|92
1|600057|85|85
1|600058|67|67
1|600059|92|92
1|600060|93|93
1|600061|88|88
1|600062|93|93
1|600063|95|95
1|600064|81|81
1|600066|95|95
1|600067|82|82
1|600071|95|95
1|600072|73|73
1|600073|54|54
1|600075|77|77
1|600076|63|63
1|600078|77|77
1|600079|21|21
1|600080|64|64
1|600081|75|75
1|600082|54|54
1|600084|24|24
1|600085|90|90
1|600088|70|70
1|600089|100|100
1|600094|82|82
1|600095|74|74
1|600096|92|92
1|600097|82|82
1|600098|94|94
1|600099|95|95
1|600100|84|84
1|600101|100|100
1|600103|92|92
1|600104|100|100
1|600105|93|93
1|600106|85|85
1|600107|-57|-57
1|600108|95|95
1|600109|100|100
1|600110|65|65
1|600111|81|81
1|600113|93|93
1|600114|95|95
1|600115|60|60
1|600116|100|100
1|600117|75|75
1|600118|76|76
1|600119|9|9
1|600120|97|97
1|600121|83|83
1|600123|80|80
1|600125|89|89
1|600126|74|74
1|600127|76|76
1|600128|83|83
1|600129|67|67
1|600130|46|46
1|600131|85|85
1|600132|88|88
1|600133|85|85
1|600135|87|87
1|600136|26|26
1|600137|87|87
1|600138|81|81
1|600141|83|83
1|600143|97|97
1|600148|83|83
1|600149|54|54
1|600150|86|86
1|600151|82|82
1|600152|67|67
1|600153|75|75
1|600155|82|82
1|600156|87|87
1|600157|60|60
1|600158|84|84
1|600159|87|87
1|600160|97|97
1|600161|100|100
1|600162|87|87
1|600163|92|92
1|600165|-40|-40
1|600166|93|93
1|600167|90|90
1|600168|82|82
1|600169|-10|-10
1|600170|77|77
1|600171|98|98
1|600172|45|45
1|600173|73|73
1|600176|98|98
1|600177|100|100
1|600178|85|85
1|600179|82|82
1|600180|27|27
1|600182|80|80
1|600183|87|87
1|600184|83|83
1|600185|75|75
1|600186|95|95
1|600187|13|13
1|600188|97|97
1|600189|76|76
1|600191|98|98
1|600192|74|74
1|600193|-61|-61
1|600195|97|97
1|600196|100|100
1|600197|97|97
1|600198|54|54
1|600199|90|90
1|600200|0|0
1|600201|100|100
1|600202|88|88
1|600203|75|75
1|600206|90|90
1|600207|85|85
1|600208|50|50
1|600210|95|95
1|600211|97|97
1|600212|88|88
1|600215|83|83
1|600216|100|100
1|600217|80|80
1|600218|100|100
1|600219|100|100
1|600221|45|45
1|600222|84|84
1|600223|100|100
1|600226|67|67
1|600227|63|63
1|600228|34|34
1|600229|80|80
1|600230|98|98
1|600231|81|81
1|600232|83|83
1|600233|100|100
1|600234|59|59
1|600235|70|70
1|600236|98|98
1|600237|95|95
1|600238|-54|-54
1|600239|78|78
1|600241|66|66
1|600243|-19|-19
1|600246|48|48
1|600248|63|63
1|600249|90|90
1|600250|70|70
1|600251|95|95
1|600252|82|82
